safe_text,label,agreement
get kids vaccinated antivax,0.0,1.0
user user arent vaccines reactive wouldnt smallpox vaccine dev reaction killing us,1.0,0.6666666666666666
cedars sinai getting travel vaccines africa ahhhh im child comes shots,1.0,0.6666666666666666
would rather kid dead smallpox healthy autistic child kidding vaccines dont cause autism win win,1.0,1.0
user folks age mumps prior vaccination introduction probably great risk advantage age 22,0.0,1.0
user unvaccinated children fucking get vaccinated,1.0,1.0
user madden mobile coins sale mmr pro member legit playeranyone interested follow n dm thank,0.0,1.0
user vaccinations fail prevent disease proven cause disease please consider reversing position,-1.0,0.3333333333333333
preemployment reqs getting knocked tb test mmr titer drug screen got fingerprinted,0.0,1.0
sorry bit tards user one five millennials thinks vaccines cause autism,1.0,0.6666666666666666
user believe clinton issued statement urging parents vaccinate kids,1.0,1.0
rt user illinois law financially penalizes public schools vaccination rates drop 90 cont,0.0,1.0
new vaccination children required,0.0,0.6666666666666666
wow waiting get measles vaccine woman walks get rx refilled birth year 1915 colormeimpressed llap,1.0,1.0
user type people dont vaccinate kids work apple care,1.0,0.6666666666666666
user 86 cases measles 2000 article bs find realnews checkfacts,0.0,0.6666666666666666
starting marching band tomorrow great exciting year mmr utep,0.0,1.0
kids hospital dying cus uneducated think vaccines cause autism,1.0,0.6666666666666666
study mmr vaccine trigger autism new information doctors say could end concerns,1.0,0.6666666666666666
though rand paul views agree dead wrong vaccines proven defense disease,1.0,1.0
irritate im pediatrician parents dont want children vaccinated makes sense,1.0,1.0
user meant new mmr counts gold objectives kda,0.0,1.0
almost time rebootnutrition live chat 8pm est lets talk juice health weightloss wellness immunity veggies user,0.0,1.0
silvito el libre measles mild disease measles mild disease measles eight years old,0.0,0.6666666666666666
mt user dph confirms two cases measles metrowest 1 person shopped trader joes thanks antivaxxers,1.0,0.6666666666666666
two infants test positive measles chicagoarea day care 3 showing symptoms,0.0,0.6666666666666666
user purposely ignoring crap kids vaccinated end discussion,1.0,1.0
oped columnist disneyland measles madness,0.0,1.0
cdc blames sciencedenying antivaxxers 20year high measles cases via user,1.0,0.6666666666666666
measles outbreak orange county california worst decades user,0.0,0.6666666666666666
user confusing children better vaccinated americans armadillos,0.0,0.6666666666666666
ebola flu kills ten times ebola measles lets focus gratitude blessed,0.0,0.6666666666666666
believe vaccines prevent childhood diseases flushots,1.0,0.6666666666666666
know diseases like measles eradicated cause got fucking vaccinated get together parents,1.0,0.6666666666666666
two new measles cases confirmed nyc bringing total 26 health officials say confirmed another,0.0,1.0
absolutely could disagree wth kkuhlmann72 middle class kids immunity mediocre teaching dylanwiliam bs ksde,0.0,0.6666666666666666
user picard better health boschbergs vaccination caused shingles cause fatigue,-1.0,0.6666666666666666
user user dont measles,0.0,1.0
user rep speculates illegal aliens could blame measles outbreak gov lepage adds hiv mepolitics,0.0,1.0
user user uh vaccinate kids,0.0,0.6666666666666666
mmr,0.0,1.0
user user supposedly good fir allergies sinus issues respiratory health immunityi like taste using sodastream,0.0,1.0
adult flu vaccinations available okcic patients call public health care team appointment,1.0,1.0
us track measles decade cases 4 states linked africa europe asia,0.0,1.0
lawmakers ask hearing measles vaccination lawmakers including congresswoman diana degette asking,1.0,0.6666666666666666
user disciples dont know vaccines cause autism give link user,-1.0,0.6666666666666666
dads heartfelt plea ailing 2 year old exposed measles,1.0,1.0
obama needs say one vaccinated ever republicans stop pandering conspiracy theorists amp support vaccinations,1.0,1.0
user good point immunity require safeguards amp recourse options employees thats interesting point,0.0,0.6666666666666666
user user user well procedure safe way prevent disease vaccineswork,1.0,1.0
want go disneyland also dont want measles,0.0,1.0
people dont vaccinate measles mumps rubella smoke anything let sink,1.0,0.6666666666666666
t1 mine would vaccines safe individuals autism definitely want put debate rest hcsm,1.0,0.6666666666666666
user days people punish kids letting get measles,1.0,0.6666666666666666
canadian hiv vaccine researcher explores ways engage atrisk youth via user,0.0,0.6666666666666666
get measles shot,1.0,1.0
king county measles case confirmed traveler brazil,0.0,1.0
state asks justices immunity crossover deaths attorneys adot tried convince skeptical supreme court,0.0,1.0
user leading cdc official says possibility vaccines rarely trigger autism,-1.0,0.6666666666666666
aids n q hivaids health topics staying healthy hiv immunizations influenza information,0.0,0.6666666666666666
even jim carreys kick ass costars think hes idiot stick putting kids danger antivaccine campaign jackass,1.0,1.0
bash medical procedures based scientific claims harm thousands would kill 4 vaccine cant afford,1.0,0.6666666666666666
user lt gov scott wants eliminate philosophical exemption vts mandatory vaccination law protect public health,1.0,0.6666666666666666
sb5143 enroll concerning availability childhood immunization resources expecting parents,0.0,0.6666666666666666
health officials urge vaccinations flu hits maryland rick ritter reports,1.0,0.6666666666666666
nevada health officials update legislators measles outbreak,0.0,0.6666666666666666
user user sen rand paul supports voluntary vaccinations measles much,-1.0,0.6666666666666666
user user 13 orange countyca come wmeasles 1 vaccinated vaccine fail,-1.0,1.0
come doctor chicken pox measles vaccinationturns already got still need shot,0.0,0.6666666666666666
user average people complain live longer releasing tension increases immunity boosts health user,0.0,1.0
process ouch vaccines shots university maryland health,1.0,1.0
know 90s kid measles thing past,0.0,1.0
hb71 update providing hospital care assistance necessitated traumatic injury immunity,0.0,0.6666666666666666
user hmmmm user cdc years flu vaccine effectivebecause virus mutated,0.0,0.6666666666666666
user somehow found spare 30 minutes away mmr posts readings,0.0,1.0
somerville flu vaccine remaining clinics canceled somerville mass city somerville health,0.0,1.0
vaccinations cause autism stupid people,1.0,1.0
user user user diffusion responsibility well measles aint glitter,0.0,0.6666666666666666
girl famous getting naked said user vaccines dont cause autism,1.0,1.0
data support parental fear hpv vaccination gives permission children sexually active onscongress vaccinate,1.0,1.0
overseas trip wake resident could spread measles home user,0.0,1.0
shots shots shots immunizations safetyfirst village doctors,1.0,0.6666666666666666
user silicon valleys fetishization startup founders autism spectrum shouldnt vaccinating,0.0,0.6666666666666666
robots user mmr dc dj latenight livemixing serato mixmasterrod dupontcircle future,0.0,1.0
waiting vaccination go back school blows number 20 theyre 8 fml,1.0,1.0
user user still couldnt pay vaccinate kids,-1.0,1.0
best conspiracy theories never die hard end antivaccine fear best conspiracy,1.0,0.6666666666666666
parent autistic child assure id vaccinate im grown man living dark ages real,1.0,0.6666666666666666
last time let cook know measles medicine costed fucking 18 coins back user user user user,0.0,1.0
reading immunity eula biss fascinating anxiety feel every health check kid nice read,0.0,1.0
vaccinate damn kids people jesus,1.0,1.0
second hand user vapor cures autism ask jenny mccarthy vaccineswork,1.0,1.0
rubio says absolutely mandatory children receive vaccines,1.0,0.6666666666666666
kidpresidentcampaignpromises free kootie vaccination,0.0,0.6666666666666666
pediatrician says 5in1 vaccine pushed bill gates gavi kill 3125 babies aaron,-1.0,0.6666666666666666
people dont believe vaccinating kids live mercury,1.0,1.0
user probably measles,0.0,1.0
vaccinationmodern medicine wrongdoingcause autism killercause ashmacause cancerinflamed brain chicken pox mmrdestroy flesh,-1.0,1.0
user stephanie messenger lives brisbane queensland australia says measles eliminated,0.0,1.0
next friday 220 live allure lounge mmr takes big birthday bash ladyjademmr,0.0,1.0
user measles,0.0,1.0
disney lands got measles sooooo patriots going year sb49,0.0,1.0
user user user mom genes dont cause asd toxic ingredients vaccines cause asd,0.0,0.6666666666666666
user user spent weekend disneyland didnt get vaccinations child made sick still fine,-1.0,0.6666666666666666
second case measles pierce county may exposed pierce county health officials want,0.0,1.0
rt user flu vaccine even safer knew,1.0,1.0
user learn childhood mortality prior vaccines kids still die diseases everyday user,1.0,0.6666666666666666
first thing asked parking user ready measles really,0.0,1.0
varicella death underscores importance catchup vaccination,1.0,1.0
cada dia protect children misguided parents measles back 1957 child vaccine aga,1.0,0.6666666666666666
yesterday someone fb gaul 2 post vaccinations dont prevent diseases u know like polio pertusis german measels etcfacepalm,1.0,1.0
40 yrs ago mom german measles pregnant doctor urged abort mom knew gods plan,0.0,0.6666666666666666
vaccines safe effective vaccine preventable diseases still kill kids please choose vaccinate vaccines duh,1.0,1.0
user students heading college get immunized schools require vaccinations could save lives maybe,1.0,1.0
user average people complain live longer releasing tension increases immunity boosts health user,0.0,1.0
user vaccines agree rest list vaccines revolutionized world look death tolls amp,1.0,0.6666666666666666
user used mmr months went back user getting better phone gps uses battery general though,0.0,1.0
avg ppl complain live longr releasin tension increases immunity ampboosts health user gawd ur gona live foreverr0 lmao,0.0,1.0
user average people complain live longer releasing tension increases immunity boosts health silver lining,0.0,0.6666666666666666
attend healthampsafety mtg discussion hpv vaccination wreps academy pediatrics amp dept health gr8 info user user,1.0,0.6666666666666666
user user mean vaccines bringing back measles didnt contract german measles 25 yrs vaccine,-1.0,0.3333333333333333
measles outbreak grows 107 cases latest marin county,0.0,1.0
user measles outbreak linked disneyland visits,0.0,1.0
boyhood like measles one complaints man catch young done comes later apt serious,0.0,1.0
user average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
responsible travel flu vaccines msu olin health center pic,1.0,1.0
stuffconz pupils ordered home measles outbreak 300 people quarantined since start,0.0,0.6666666666666666
climate deniers form conspiracy theory paper conspiratorial thinking user vaccine decodingsci,0.0,0.6666666666666666
live right marjais mmr 2 tuesday xmas special celebrating neshaintbeat birthday,0.0,1.0
laugh little lower risk laughing natural antidote stress immunity booster known cancer recovery therapy,0.0,1.0
user drama measles caterpillars give,0.0,0.6666666666666666
hopefully last time ill build type immunity sickness kids come lol,0.0,1.0
neighbor told refuses kids get measles vaccinations cool keep public life dumbass,1.0,1.0
someone cdc keeps calling find ive vaccinated teenagers think need talk,0.0,1.0
ab2832 new immunizations vaccine injury information,0.0,0.6666666666666666
get flu shot child along vaccinations youre fucking ignorant,-1.0,1.0
wonder facebook feed would look like kanye kim announced werent going vaccinate child,0.0,0.6666666666666666
amn department health reminds pennsylvanians importance finding vaccine hiv harrisburg,1.0,0.6666666666666666
funny sad user vaccine deniers cartoons science measles,1.0,1.0
user user para nada majo que desde que te comenzado seguir user es masterchef sin tus tuits mmr,0.0,1.0
ridiculous future vazholder children getting vaccines way fix something thats broke,-1.0,0.3333333333333333
shouldnt worry measles measles become relatively rare united states thanks,-1.0,0.3333333333333333
getting kids vaccinated bill makes harder parents say shots talking doc,-1.0,0.3333333333333333
waiting immunized tb im scared bc needles r actual worst srsly im rly scared feel im awaiting death rn,1.0,0.6666666666666666
people getting vaccinated thinking safe getting infected ebola,-1.0,1.0
one time doctor gave booster shot measles never,-1.0,1.0
dear user realize british study linking childhood vaccines autism found elaborate fraud,1.0,1.0
yall thought ebola nasty check measles superbowlxlix idiots,0.0,1.0
user user plenty non christians wont let kids get vaccinated inc orthodox jews parents autism,-1.0,0.6666666666666666
disney parkslinked measles outbreak grows 70 cases,0.0,1.0
truth measles via user,0.0,0.6666666666666666
toddler dies measles berlin 1st death outbreak 18monthold boy died measles amid outbreak,1.0,0.6666666666666666
vaccinations correlation autism diseases,-1.0,1.0
breaking least 8 confirmed measles cases bay area county alameda 5 san mateo 2 santa clara 1 mapit,0.0,1.0
average people complain live longer releasing tension increases immunity boosts health ima live forever,0.0,1.0
mmr,0.0,1.0
immunize goddamned children even conversation thank user shero,1.0,1.0
health news vaccine cervical cancer may also help men read,1.0,0.6666666666666666
rt user kids teens get free immunizations whooping cough,0.0,0.6666666666666666
went high school get immunization records etsu talked ms svihovec like 30 minutes,1.0,0.6666666666666666
first ebola measles atlanta awesome us measles cases 2015 rise 186 past week,0.0,1.0
im confused parents wont vaccinate kids could putting children riskjust research,1.0,1.0
hpv vaccine cause retardation vaccine prevent moms sisters gfs wives etc dying preventable disease,1.0,1.0
user yeah tell amish people measles breaking schools kids getting,1.0,1.0
know country dont get shots means could go college amp get measles,1.0,0.6666666666666666
4 monthold infant tennessee passed away given 7 vaccines say coincidence,-1.0,1.0
san bernardino county lists sites possible measles exposure nine cases measles confirmed within,0.0,1.0
another study finds link mmr vaccine autism,1.0,1.0
9 measles cases linked disneyland via user seriously vaccinate ur kids 1 4 publicschools requiring,1.0,1.0
pediatricians urge states get tough parents dont want vaccinate kids,1.0,0.6666666666666666
seriously refuse vaccinate kid choice home school kidyou dont right put others risk,1.0,1.0
one ten parents dont follow vaccine schedule kids still allowed school day care,0.0,1.0
last round vaccinations giddy africa passport health indiana,1.0,0.6666666666666666
user bitch measles,0.0,1.0
rt blogust tweet give child user tweet vaccine donated,1.0,1.0
blackparents go see vaxxed cdc covered study linking blackboys austism via mmr shot,-1.0,1.0
maybe libitards vaccinated kids didnt let scum earth walk across bordermeasles wouldnt issue,1.0,1.0
gop agenda 2015 deny health insurance birth control encourage people get vaccinated seemslegit p2 uniteblue,1.0,0.6666666666666666
user whats life without risks,-1.0,0.6666666666666666
user state ms bully parents getting immunizations children 48 states allow exemptions,-1.0,1.0
bet culture society induce autism people claim vaccines,1.0,1.0
parents trying reverse kids autism flushing vaccines bogus miracle bleach enemas bat sht crazy,1.0,0.6666666666666666
lets make measles outbreak partisan issue thats american way,0.0,1.0
day around bay another measles exposure bart buster posey face major league baseball,0.0,1.0
want prove one life influence go disneyland measles,0.0,1.0
user go figure ill interested see popup assume vaccinations work play safe,0.0,0.6666666666666666
state working contain measles 1 person time arizona public health officials working contain,0.0,1.0
real reason measles cases spiked 2014 ohio amish,0.0,1.0
know back school immunizations back school immunizations literally one,0.0,0.6666666666666666
measles apparently hot topic twitter,0.0,1.0
new law give immunity volunteer medical workers doctors nurses health care providers,0.0,1.0
wanted opportunity bad nigga amp immunity keep youngin safe snakes,0.0,1.0
gamechanger rt user vaccine heart disease could mean pills lettuce gym,1.0,0.6666666666666666
rt user america cared measles hit disneyland,0.0,1.0
sure lets expose people measles e coli freedom,1.0,0.6666666666666666
gettin measles tonight,0.0,1.0
measles cases 14year high mostly among arent vaccinated young boy measles rash credit,0.0,0.6666666666666666
user facebook friends college share baby tips vaccine conspiracies stories hoax news sites seriously,1.0,0.6666666666666666
really please vaccinate kids,1.0,1.0
user user kids around kids arent vaccinated risky,1.0,1.0
measles confirmed coachellavalley,0.0,1.0
start school 6 days dont uniform books immunization record physical,0.0,0.6666666666666666
lol cant people dont vaccinate children god isnt going save medicine,1.0,1.0
user user measles serious take risks good info story get vaccinated ny area bravo,1.0,0.6666666666666666
law school prof richard frankel arbitration alternative form justice gives virtual immunity corporate wrongdoers,0.0,1.0
user one damn person tries say vaccines cause autism swear read damn research idiots,1.0,1.0
sarah guru knows truthsayer sex immunity,0.0,1.0
user known cause autism spectrum disorders misperceptions foods immunizations harm good,1.0,1.0
1 mug fool user anonymous vforvendeta mmr mixmasterrod madhat mixmasterrods upstairs lounge,0.0,1.0
study 95000 kids finds link mmr vaccine autism,0.0,1.0
according new study vaccines linked longterm effects kids,1.0,1.0
cdc panel approves meningitis b vaccine conditions teens young adults get new vaccines prevent,0.0,0.6666666666666666
tiny increase intussusception 1st rotavirus vaccine series benefit gt risk,0.0,0.6666666666666666
hear measles break america fully paranoid everyone sneezing coughing around,0.0,1.0
stunning part article biologist thinks measles mental illness work field,0.0,0.6666666666666666
uc system require measles shots,0.0,1.0
agenus begins phase 2 trials brain tumor vaccine stock agenus inc nasdaqagen rose 4 percent,-1.0,0.3333333333333333
parents threaten homeschool california removes personal belief exemption child vaccines education,0.0,0.6666666666666666
user dont get measles,0.0,1.0
calif lawmakers seek end personal belief vaccine exemptions via user,0.0,1.0
user gop stop blaming immigrants first ebola measles diseasesbrought ancestors ainf,0.0,0.6666666666666666
vaccinate vaccinate vaccinate vaccinate rt user arizona copes measles outbreak super bowl nears,1.0,1.0
get kids vaccinated people r,1.0,1.0
user uh oh user one five millennials thinks vaccines cause autism,1.0,0.6666666666666666
angry parents opposed controversial childhood vaccination bill threaten home school kids hundreds angry,0.0,1.0
ebola healthful live fear healthful improve immunity live confidently probiotics,0.0,1.0
thank maryland horrible job measles inch snow ive sitting traffic,0.0,1.0
user user german measles allowed breastfeed fear pass breastmilk glyphosate found,0.0,1.0
roads bad still indy snow removal clears snow well vaccines autismed jenny mccarthys kid,0.0,0.6666666666666666
user user willing sacrifice childrens lives others get measles,1.0,0.6666666666666666
understanding importance vaccinations child,1.0,0.6666666666666666
dont vaccinate kids automatically dont like,1.0,1.0
folks wonder aint dead yet bishop walker says got n ab vaccination user user,0.0,0.6666666666666666
user tons risksmercury contaminates autism weakened immune system educate vaccinate,-1.0,1.0
cdc whistle blower vaccines cause autism exposed vaccineswork vaccine autism cdcwhistleblower,-1.0,1.0
measles outbreak reported south king pierce counties seattle public health officials investigating,0.0,1.0
suge knight gonna star violent remake knight rider rt user need send suge knight destroy measles,0.0,1.0
user im writing mine article vaccinations children idk im,-1.0,0.6666666666666666
measles amp disneyland resort,0.0,1.0
user measles vaccine recently administered 2 disneyland workers became infected amp shed virus right,-1.0,0.6666666666666666
user parents dont immunize children perceived autism link suck,1.0,0.6666666666666666
wont eastwood game tomorrow night mmr rehearsal see monday trooper band,0.0,1.0
california legislature passes strict school vaccine bill california lawmakers monday sent governor,0.0,0.6666666666666666
learning truth behind myth vaccines representing user shermanpride,-1.0,0.6666666666666666
better get kids vaccinated dont catchthese hands,1.0,1.0
want find va mmr clarendon photoshop dj va dmv instava mixmasterrod,0.0,1.0
ebola ebola vaccines pass initial safety tests new york times,0.0,0.6666666666666666
baby needs vaccine shot lofl,0.0,0.6666666666666666
amnews canadian hiv vaccine researcher explores ways engage atrisk youth project barriers,1.0,0.6666666666666666
user 92 doctors blame measles outbreak parents dont vaccinate stupid fucks,1.0,1.0
user york region mom angry hell babys possible exposure measles careless,1.0,0.6666666666666666
user average people complain live longer releasing tension increases immunity boosts health user,0.0,1.0
im terrified germs begin wampworrying ebola catching measles nowomg every time sneeze worrylol,0.0,1.0
suckas making measlesdisneyland jokes winning super bowl team goes disney world hacks,0.0,1.0
deuces mmr dc dj live dupontcircle midtown downtowndc latenight work madhatterdc twerk,0.0,1.0
measles 101 state health department reported second case measles state worry,0.0,1.0
user irresponsible ignorant vaccinate children putting others risk research show connection autism,1.0,1.0
looks like woody toy story measles went bionic disease tanner,0.0,1.0
assholes refuse vaccinate children right put peoples children risk stupidity,1.0,1.0
user sure karma got making measles jokes ive sick fever since monday,0.0,1.0
user measles rubella,0.0,1.0
excellent source information vaccinations aintnomeasleshere autism,0.0,0.6666666666666666
user announces first case measles says bart riders may exposed presser coming 1115,0.0,1.0
90 pertussis whooping cough deaths infants young vaccinated make sure everyone touches baby vaccinated,1.0,1.0
buled study flu vaccine safe pregnancy boston cbs new study found reassuring evidence,1.0,0.6666666666666666
k vaccines really good band truthbetold,0.0,0.6666666666666666
evd68 vaccinated children could vulnerable via user user novavaccines cdcwhistleblower,0.0,0.6666666666666666
user simple way decrease number parents choose vaccinate children nice take,1.0,0.6666666666666666
im never going go back disneyland measles,0.0,1.0
pertussis cases rise north carolina dhhs provides vaccines children adults,0.0,1.0
user vaccines autism speaks organization,0.0,0.6666666666666666
user vaccine baby autoimmune ankylosing spondylitis matter measles,-1.0,0.6666666666666666
babies vet check leias first set vaccines,0.0,0.6666666666666666
people dying vaccinations cnn interview childrensepa autism gb pregnancy pediatrics,-1.0,1.0
full house tonight madhatterdc mmr unclejoey unclejesse michelle dj dannytanner kimmygibbler,0.0,1.0
user measles would enjoyable watching last 2 bruins games,0.0,1.0
user get checked carry disease infections many people arent vaccinated good luck,1.0,1.0
people dont believe vaccinating children,1.0,0.6666666666666666
vaccinate kids heavily fine dont rt user thanks jenny mccarthy,1.0,1.0
new prank put tack someones seat vaccinate tack first haha youre gonna autism tgif,1.0,0.6666666666666666
user kellyfile debate vaccines cause autism take liberals,1.0,1.0
mother convinced contract measles cant remember inoculated child one job,0.0,1.0
user bad immunities poor baby,0.0,1.0
user user parents learned hard way vaccine injuries wish hadnt,-1.0,0.6666666666666666
personal belief putting child risk every child 1stworldproblem immunize,1.0,1.0
drug testing tb test also never chicken pox kid wondering immunity guess ill,0.0,0.6666666666666666
cgi2014 user proud make ppp commitment reduce imr mmr n serve 100k mothers n 100k kids 5 years tatas hans fndatn,1.0,0.6666666666666666
user user user user ive measles typhoid dysentery shots bringit,1.0,1.0
often wondered us put much effort measles mumps vaccination ignore fact open borders,0.0,0.6666666666666666
co signed user antivaxx kills religious exemption vaccination requirements,1.0,1.0
user grieved widespread deaths poisons intentionally placed vaccines farrakhan thetime,-1.0,0.6666666666666666
purchased health insurance cheap went get tdap vaccination low behold covered,1.0,0.6666666666666666
user user measles,0.0,0.6666666666666666
mckinney offers free immunizations uninsured children appointment necessary bring copy,1.0,0.6666666666666666
training ground 25000 confederate soldiers died measles outbreak 18611862 lifeofsusan,0.0,1.0
first case actually seeing measles saw many diseases studied rarely see states,0.0,1.0
immunize wiles satan getting weekly injection unadulterated truth via time must done,0.0,0.6666666666666666
sb28 enroll require meningococcal immunization school entry,0.0,1.0
time make vaccinations mandatory theres many stupid people trying bring back eradicated diseases,1.0,1.0
user whats behind cases measles disneyland user next ac360 spoiler idiots dont vaccinate,1.0,0.6666666666666666
amnews flu vaccine protects mothers babies study showing influenza vaccination pregnant,1.0,1.0
lol soooo wanted go disneyland im like ehhh idk want measles,0.0,1.0
apparently student moorpark college dx measles professor walked worried might exposed,0.0,1.0
amid measles outbreak rules teacher vaccinations much attention ongoing measles,1.0,0.6666666666666666
free immunization amp dental event brings thousands fox sa staffthousands parents children,1.0,0.6666666666666666
user user user bad science raised unfounded suspicions vaccines esp 4 children amp young adults hope truth wins,1.0,1.0
ohio measles outbreak largest usa via user,0.0,0.6666666666666666
ap exclusive private school vaccine optouts rise,0.0,1.0
user user user scaretacticfinishin developing countriesno mmr deaths us 10yrs108 deaths wmmr vaccine,0.0,0.6666666666666666
thats cool dont want vaccinate kids dont bring illness spreaders around,1.0,1.0
user yng friend normal baby dr gave five vaccinations appnt n week later showed signs autism,-1.0,1.0
vaccinesnova glad allison shared story autism important parents hear caused vaccines,1.0,1.0
parents dont vaccinate children amp adults dont get vaccinated fucking worst,1.0,1.0
hundreds berkeley diners possibly exposed measles person infected measles ate berkeley,0.0,1.0
user lyme disease vaccine way,0.0,0.6666666666666666
vaccines dont feel right family well measles doesnt feel right mine,-1.0,0.3333333333333333
vaccine injury stories best inspired,-1.0,0.6666666666666666
counting minutes come baby mmr user think start pushing,0.0,1.0
user statementsdiscussions made prior debunking vaccineautism link relevant,1.0,0.6666666666666666
huge metastudy vaccines reveals link autism via user nephew posted important,1.0,1.0
study 95000 kids finds link mmr vaccine autism,1.0,1.0
autism speaks wcredibility scientific evidence links vaccine autism measles dangerous vaccinations work,1.0,1.0
first ebola measles,0.0,0.6666666666666666
repeal immunity drug companies vaccine injuries user,0.0,0.6666666666666666
quotuser rt user cdc recommends hpv vaccination boys cancerquot,1.0,1.0
unlike jenny mccarthy doctor gt user vaccines safe,1.0,1.0
immunization kiddo asked many calories shot seriously ever happened carefree childhood,1.0,1.0
user dr oz tv spotlighting claims vaccines cause autism reminder everyone named oz fraud user dgt,1.0,1.0
aids vaccine developed oregon health amp science univ said rid test patients disease,1.0,0.6666666666666666
user gop stop blaming immigrants first ebola measles diseasesbrought ancestors ainf,0.0,1.0
health alert nine contract measles visit disney parks nine people including least one san,0.0,0.6666666666666666
user lots misinformation vaccine still mercury compound preservative flu shots 12,0.0,0.6666666666666666
dayton didnt know say measles,0.0,1.0
vaccines poor baby kansas city department health,1.0,1.0
catching measles disneyland hahaha imkidding idonthavemeasles ipromise disney,0.0,1.0
user measles,0.0,1.0
waiting isolation portage county keeping close eye possible measles cases disease spotted,0.0,1.0
amnews potential hiv vaccine begin preclinical trial texas biomedical research institute cdc,0.0,1.0
gilbert pediatrician speaks kids measles exposure tim jacks writes open letter parents dont,0.0,0.6666666666666666
user measles girl,0.0,1.0
disastrous military economic adventures republicans ready attack public health iraq trickledown vaccinations,1.0,0.6666666666666666
eugenics vaccinations campaigns wars aimed killing gods chosen people brown red black yellow peoples,0.0,0.6666666666666666
hell would try use dead rabies vaccine cure sounds like zombie formula lmfaooooo,1.0,0.6666666666666666
measles vaccine administered ecc students staff kane county health department began administering,0.0,1.0
user user user eliminate measles us unimmunized ppl vulnerable 2import,1.0,0.6666666666666666
voting like choosing mumps measles lesser two evils krs1,0.0,1.0
dont vaccinate child nephew child love dearly gets sick hunt saying,1.0,0.6666666666666666
user lady told u dont vaccinate ur kids never forget staywoke,1.0,0.6666666666666666
fda approves first vaccine prevent meningococcal disease infants toddlers,1.0,0.6666666666666666
happy birthday marissa got measles user anaheim ca w user user user,0.0,0.6666666666666666
measles outbreak reaches pinal county kearny family measles visited disneyland last month california,0.0,1.0
car front driving behind another family heartbroken vaccine injury good lord,0.0,0.6666666666666666
measles makes comeback us 222 cases reported 2011 via user,0.0,1.0
user brings measles east coast thanks contribution society vaccinate everyones well,1.0,1.0
hb1425 new immunization records temporary child care,0.0,0.6666666666666666
user get moms passive immunity breast milk temporary immune system infant matures,0.0,1.0
american academy pediatrics urging parents vaccinate children user vaccinations vaccinateyourkids,1.0,1.0
cdc advisory committee recommends meningitis b vaccine teens today advisory committee us,0.0,0.6666666666666666
user slays always vaccinate dingdang kids yall chris christie aint doctor rand paul clown hardball,1.0,0.6666666666666666
daily reminder measles killed people today us ebola killed north america,1.0,0.6666666666666666
one step closer ebola vaccine looks safe liberian trials,1.0,1.0
user schools required vaccined boostered big controversy agree vaccine shots,1.0,1.0
user ill get measles tomorrow worries,0.0,1.0
college student measles boarded amtrak train penn station,0.0,1.0
user ohio dept health emphasizing importance vaccinating kids user ha,1.0,1.0
aids n mmr vaccination may reliable hiv children,0.0,0.6666666666666666
use love slide puzzles kid guess spencer immunitychallenge survivor user,0.0,1.0
user started today health care co site flu immunizations geek computer,1.0,0.6666666666666666
please shut user ignorant dumbass vaccinations lol study says gmo harmful liberal bullshit tcot,1.0,1.0
rt user dallas cdc recommending boys vaccinated hpv,1.0,1.0
user user life safe admitted 98 mil us received polio vaccine 8yr span contaminated cancer virus user,-1.0,0.6666666666666666
dont vaccinate kids shouldnt allowed kids,1.0,1.0
searching got longterm protection diseases vaccines failed,-1.0,0.6666666666666666
babys doctor appointment hes got vaccines,1.0,1.0
third fourth measles cases found clark county southern nevada health district says identified two,0.0,1.0
largest outbreak measles us since 2000 talk antivaccination movement user,1.0,1.0
daily word aids vaccine tsa pats baby nazi guard user abq nm food binladen,0.0,1.0
user jennifair lp version sins full featured artists drummage production sins mmr,0.0,1.0
user average people complain live longer releasing tension increases immunity boosts health user,0.0,1.0
user also sex alert attention please vaccinate kids,1.0,1.0
childhood vaccinations important rt user today india celebrates year cont,1.0,1.0
loves like measlesall worse comes late life,0.0,1.0
whole panthers team doesnt get measles bombay mighty ducks never make playoffs d2 d3 conspiracy,0.0,0.6666666666666666
disney finally introduced first latina princess would done sooner shes sick measles,0.0,1.0
parents urged get kids immunized ahead school year summer break winding advocate group immunize,1.0,0.6666666666666666
mississippi highest vaccination rate 997 children thing mississippi good,1.0,0.6666666666666666
cant even politicians suggesting parents choice vaccinating children,1.0,1.0
measles valley,0.0,1.0
user gop stop blaming immigrants first ebola measles diseasesbrought ancestors ainf,0.0,0.6666666666666666
ny state advises nonimmune train rider gets measles,0.0,0.6666666666666666
vaccines make child become manimal,-1.0,0.6666666666666666
going disneyland mah sisters sunday csbonding measles weallgonnadie disneyland,0.0,1.0
please vaccinate kids,1.0,1.0
user disneyland measles tho,0.0,1.0
average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
ive never thought id glad bart doesnt go marin enough measles trains already,0.0,0.6666666666666666
user sins sins sins sins coming soon ladies amp gentlemen mmr user user,0.0,1.0
measles psa urges vaccines 30second spot developed support big cities health coalition,1.0,1.0
syrias children polio vaccinations rare source hope,1.0,1.0
know scares immunity outbreaks never falling love,0.0,0.6666666666666666
measles outbreak vaccinate vaccinate,-1.0,0.3333333333333333
cdc says late make new flu vaccine season via user android app,0.0,0.6666666666666666
island turning next disneyland measles arrow,0.0,1.0
